tanggal,series,gramasi,harga_jual,harga_buyback
2026-06-09T11:57:27+07:00,Gold,0.5,1378000,1263000
2026-06-09T11:57:27+07:00,Gold,1,2646000,2526000
2026-06-09T11:57:27+07:00,Gold,2,5252000,5052000
2026-06-09T11:57:27+07:00,Gold,5,13050000,12630000
2026-06-09T11:57:27+07:00,Gold,10,26050000,25260000
2026-06-09T11:57:27+07:00,Gold,25,64775000,63150000
2026-06-09T11:57:27+07:00,Gold,50,129500000,126300000
2026-06-09T11:57:27+07:00,Gold,100,258900000,252600000
2026-06-09T11:57:27+07:00,Gold,125,323375000,312500000
2026-06-09T11:57:27+07:00,Gold,150,387900000,375000000
2026-06-09T11:57:27+07:00,Gold,175,452375000,437500000
2026-06-09T11:57:27+07:00,Gold,200,516800000,500000000
2026-06-09T11:57:27+07:00,Gold,250,645500000,622000000
2026-06-09T11:57:27+07:00,Gold,500,1291000000,1244000000
2026-06-09T11:57:27+07:00,Gold,1000,2582000000,2488000000
2026-06-09T11:57:27+07:00,Prime,25,65375000,63150000
2026-06-09T11:57:27+07:00,Prime,50,130750000,126300000
2026-06-09T11:57:27+07:00,Prime,100,261500000,252600000
2026-06-10T08:40:13+07:00,Gold,0.1,329500,245600
2026-06-10T08:40:13+07:00,Gold,0.25,772000,614000
2026-06-10T08:40:13+07:00,Gold,0.5,1343000,1228000
2026-06-10T08:40:13+07:00,Gold,1,2576000,2456000
2026-06-10T08:40:13+07:00,Gold,2,5112000,4912000
2026-06-10T08:40:13+07:00,Gold,5,12700000,12280000
2026-06-10T08:40:13+07:00,Gold,10,25350000,24560000
2026-06-10T08:40:13+07:00,Gold,25,63025000,61400000
2026-06-10T08:40:13+07:00,Gold,50,126000000,122800000
2026-06-10T08:40:13+07:00,Gold,100,251900000,245600000
2026-06-10T08:40:13+07:00,Gold,125,314625000,303750000
2026-06-10T08:40:13+07:00,Gold,150,377400000,364500000
2026-06-10T08:40:13+07:00,Gold,175,440125000,425250000
2026-06-10T08:40:13+07:00,Gold,200,502800000,486000000
2026-06-10T08:40:13+07:00,Gold,250,628000000,604500000
2026-06-10T08:40:13+07:00,Gold,500,1256000000,1209000000
2026-06-10T08:40:13+07:00,Gold,1000,2512000000,2418000000
2026-06-10T08:40:13+07:00,Prime,25,63625000,61400000
2026-06-10T08:40:13+07:00,Prime,50,127250000,122800000
2026-06-10T08:40:13+07:00,Prime,100,254500000,245600000
2026-06-10T13:34:34+07:00,Gold,0.1,329500,246600
2026-06-10T13:34:34+07:00,Gold,0.25,772000,616500
2026-06-10T13:34:34+07:00,Gold,0.5,1348000,1233000
2026-06-10T13:34:34+07:00,Gold,1,2586000,2466000
2026-06-10T13:34:34+07:00,Gold,2,5132000,4932000
2026-06-10T13:34:34+07:00,Gold,5,12750000,12330000
2026-06-10T13:34:34+07:00,Gold,10,25450000,24660000
2026-06-10T13:34:34+07:00,Gold,25,63275000,61650000
2026-06-10T13:34:34+07:00,Gold,50,126500000,123300000
2026-06-10T13:34:34+07:00,Gold,100,252900000,246600000
2026-06-10T13:34:34+07:00,Gold,125,315875000,305000000
2026-06-10T13:34:34+07:00,Gold,150,378900000,366000000
2026-06-10T13:34:34+07:00,Gold,175,441875000,427000000
2026-06-10T13:34:34+07:00,Gold,200,504800000,488000000
2026-06-10T13:34:34+07:00,Gold,250,630500000,607000000
2026-06-10T13:34:34+07:00,Gold,500,1261000000,1214000000
2026-06-10T13:34:34+07:00,Gold,1000,2522000000,2428000000
2026-06-10T13:34:34+07:00,Prime,25,63875000,61650000
2026-06-10T13:34:34+07:00,Prime,50,127750000,123300000
2026-06-10T13:34:34+07:00,Prime,100,255500000,246600000
2026-06-11T08:31:21+07:00,Gold,0.1,319000,239000
2026-06-11T08:31:21+07:00,Gold,0.25,747500,597500
2026-06-11T08:31:21+07:00,Gold,0.5,1309500,1195000
2026-06-11T08:31:21+07:00,Gold,1,2509000,2390000
2026-06-11T08:31:21+07:00,Gold,2,4978000,4780000
2026-06-11T08:31:21+07:00,Gold,5,12365000,11950000
2026-06-11T08:31:21+07:00,Gold,10,24680000,23900000
2026-06-11T08:31:21+07:00,Gold,25,61350000,59750000
2026-06-11T08:31:21+07:00,Gold,50,122650000,119500000
2026-06-11T08:31:21+07:00,Gold,100,245200000,239000000
2026-06-11T08:31:21+07:00,Gold,125,306250000,295500000
2026-06-11T08:31:21+07:00,Gold,150,367350000,354600000
2026-06-11T08:31:21+07:00,Gold,175,428400000,413700000
2026-06-11T08:31:21+07:00,Gold,200,489400000,472800000
2026-06-11T08:31:21+07:00,Gold,250,611250000,588000000
2026-06-11T08:31:21+07:00,Gold,500,1222500000,1176000000
2026-06-11T08:31:21+07:00,Gold,1000,2445000000,2352000000
2026-06-11T08:31:21+07:00,Prime,25,61950000,59750000
2026-06-11T08:31:21+07:00,Prime,50,123900000,119500000
2026-06-11T08:31:21+07:00,Prime,100,247800000,239000000
2026-06-11T11:44:03+07:00,Gold,0.1,319000,239000
2026-06-11T11:44:03+07:00,Gold,0.25,747500,597500
2026-06-11T11:44:03+07:00,Gold,0.5,1309500,1195000
2026-06-11T11:44:03+07:00,Gold,1,2509000,2390000
2026-06-11T11:44:03+07:00,Gold,2,4978000,4780000
2026-06-11T11:44:03+07:00,Gold,5,12365000,11950000
2026-06-11T11:44:03+07:00,Gold,10,24680000,23900000
2026-06-11T11:44:03+07:00,Gold,25,61350000,59750000
2026-06-11T11:44:03+07:00,Gold,50,122650000,119500000
2026-06-11T11:44:03+07:00,Gold,100,245200000,239000000
2026-06-11T11:44:03+07:00,Gold,125,306250000,297750000
2026-06-11T11:44:03+07:00,Gold,150,367350000,357300000
2026-06-11T11:44:03+07:00,Gold,175,428400000,416850000
2026-06-11T11:44:03+07:00,Gold,200,489400000,476400000
2026-06-11T11:44:03+07:00,Gold,250,611250000,593000000
2026-06-11T11:44:03+07:00,Gold,500,1222500000,1186000000
2026-06-11T11:44:03+07:00,Gold,1000,2445000000,2372000000
2026-06-11T11:44:03+07:00,Prime,25,61950000,59750000
2026-06-11T11:44:03+07:00,Prime,50,123900000,119500000
2026-06-11T11:44:03+07:00,Prime,100,247800000,239000000
